unified_id,source_file,type,price,area,bedrooms,bathrooms,city,region,address,level,furnished,rent,lat,lng
csv_Ad id 194092177,data.csv,apartment,3500.0,70.0,2,1,cairo,new cairo - el tagamoa,,1,no,yes,30.0628389,31.4459868
csv_Ad id 194092134,data.csv,apartment,17000.0,245.0,3,4,giza,sheikh zayed,,ground,,yes,30.048347,30.9832235
csv_Ad id 194061754,data.csv,studio,10000.0,60.0,1,2,cairo,rehab city,,ground,yes,yes,30.063584,31.4889939
csv_Ad id 194092086,data.csv,apartment,300.0,100.0,2,1,alexandria,asafra,,1,yes,yes,31.2668676,30.0126929
csv_Ad id 179212594,data.csv,apartment,15000.0,180.0,3,3,giza,sheikh zayed,,2,,yes,30.048347,30.9832235
csv_Ad id 193897281,data.csv,apartment,17000.0,175.0,2,3,giza,sheikh zayed,,ground,,yes,30.048347,30.9832235
csv_Ad id 185927754,data.csv,apartment,17000.0,170.0,2,3,v,(,,2,,yes,27.176871,33.7935489
csv_Ad id 193914703,data.csv,penthouse,30000.0,200.0,3,3,cairo,new cairo - el tagamoa,,3,yes,yes,30.0628389,31.4459868
csv_Ad id 194091992,data.csv,apartment,8000.0,140.0,2,2,cairo,heliopolis,,4,,yes,30.1005985,31.3329136
csv_Ad id 194091984,data.csv,apartment,8000.0,180.0,3,2,cairo,new cairo - el tagamoa,,ground,no,yes,30.0628389,31.4459868
csv_Ad id 192953646,data.csv,apartment,2500.0,60.0,1,1,south sinai,sharm al-sheikh,,1,yes,yes,27.8644422,34.295447
csv_Ad id 194091914,data.csv,apartment,15000.0,300.0,4,4,cairo,madinaty,,2,no,yes,30.0917369,31.6380608
csv_Ad id 194091891,data.csv,apartment,9250.0,136.0,3,2,cairo,madinaty,,ground,no,yes,30.0917369,31.6380608
csv_Ad id 192318429,data.csv,duplex,15000.0,300.0,6,6,cairo,new cairo - el tagamoa,,ground,,yes,30.0628389,31.4459868
csv_Ad id 192351069,data.csv,apartment,7000.0,150.0,3,2,cairo,new cairo - el tagamoa,,2,no,yes,30.0628389,31.4459868
csv_Ad id 194091838,data.csv,apartment,9000.0,100.0,2,1,cairo,maadi,,ground,yes,yes,29.9603313,31.263055
csv_Ad id 191219758,data.csv,apartment,27000.0,260.0,4,3,cairo,new cairo - el tagamoa,,2,no,yes,30.0628389,31.4459868
csv_Ad id 194091182,data.csv,apartment,7000.0,120.0,2,2,giza,sheikh zayed,,2,no,yes,30.048347,30.9832235
csv_Ad id 194091166,data.csv,apartment,3600.0,140.0,3,3,cairo,new cairo - el tagamoa,,2,no,yes,30.0628389,31.4459868
csv_Ad id 194090930,data.csv,apartment,7500.0,175.0,2,2,cairo,heliopolis,,4,no,yes,30.1005985,31.3329136
csv_Ad id 194090968,data.csv,apartment,11000.0,182.0,3,3,cairo,rehab city,,1,no,yes,30.063584,31.4889939
csv_Ad id 194090886,data.csv,apartment,9500.0,158.0,3,3,cairo,madinaty,,ground,,yes,30.0917369,31.6380608
csv_Ad id 193113557,data.csv,apartment,1000.0,90.0,2,2,giza,mohandessin,,5,yes,yes,30.0583951,31.2020231
csv_Ad id 194090578,data.csv,apartment,16000.0,136.0,3,2,cairo,rehab city,,ground,yes,yes,30.063584,31.4889939
csv_Ad id 194090176,data.csv,apartment,11000.0,220.0,3,3,giza,sheikh zayed,,2,no,yes,30.048347,30.9832235
csv_Ad id 194090169,data.csv,apartment,16000.0,220.0,3,3,giza,sheikh zayed,,2,no,yes,30.048347,30.9832235
csv_Ad id 194089973,data.csv,apartment,7000.0,90.0,2,1,cairo,new nozha,,5,,yes,30.1247584,31.3700718
csv_Ad id 194089955,data.csv,apartment,13000.0,130.0,2,2,cairo,zahraa al maadi,,5,yes,yes,29.962275,31.3150054
csv_Ad id 194089951,data.csv,apartment,10000.0,89.0,2,2,cairo,madinaty,,2,yes,yes,30.0917369,31.6380608
csv_Ad id 194089922,data.csv,apartment,13000.0,150.0,2,2,cairo,sheraton,,1,yes,yes,30.1006226,31.3771365
csv_Ad id 192399017,data.csv,apartment,150000.0,60.0,1,1,alexandria,nakheel,,6,no,yes,,
csv_Ad id 194082529,data.csv,apartment,15000.0,215.0,3,3,giza,dokki,,highest,yes,yes,30.0388955,31.2125563
csv_Ad id 194089816,data.csv,apartment,10000.0,120.0,2,1,alexandria,roushdy,,5,yes,yes,,
csv_Ad id 194089717,data.csv,apartment,12000.0,320.0,4,4,giza,sheikh zayed,,ground,no,yes,30.048347,30.9832235
csv_Ad id 194089686,data.csv,apartment,350.0,122.0,2,1,alexandria,mandara,,3,yes,yes,31.2795555,30.0085443
csv_Ad id 194089637,data.csv,apartment,18000.0,230.0,3,3,cairo,rehab city,,1,no,yes,30.063584,31.4889939
csv_Ad id 194089550,data.csv,apartment,11000.0,170.0,3,2,giza,sheikh zayed,,2,yes,yes,30.048347,30.9832235
csv_Ad id 194089514,data.csv,apartment,4000.0,120.0,3,1,cairo,nasr city,,4,no,yes,30.0521177,31.3422045
csv_Ad id 194089428,data.csv,apartment,15000.0,120.0,3,1,alexandria,azarita,,10,,yes,31.2074859,29.9142517
csv_Ad id 194089403,data.csv,apartment,23000.0,143.0,2,3,cairo,new cairo - el tagamoa,,3,no,yes,30.0628389,31.4459868
csv_Ad id 194089316,data.csv,apartment,5000.0,70.0,2,1,cairo,new cairo - el tagamoa,,2,yes,yes,30.0628389,31.4459868
csv_Ad id 194089354,data.csv,apartment,12000.0,134.0,2,2,cairo,new cairo - el tagamoa,,3,no,yes,30.0628389,31.4459868
csv_Ad id 176845787,data.csv,apartment,2800.0,90.0,2,2,red sea,gouna,,1,yes,yes,27.3989266,33.6741556
csv_Ad id 168584585,data.csv,apartment,1800.0,90.0,2,2,red sea,gouna,,ground,yes,yes,27.3989266,33.6741556
csv_Ad id 190180393,data.csv,studio,1300.0,50.0,1,1,red sea,gouna,,2,yes,yes,27.3989266,33.6741556
csv_Ad id 175592718,data.csv,apartment,2200.0,95.0,1,1,red sea,gouna,,ground,yes,yes,27.3989266,33.6741556
csv_Ad id 175592573,data.csv,duplex,2200.0,100.0,2,2,red sea,gouna,,1,yes,yes,27.3989266,33.6741556
csv_Ad id 194089301,data.csv,apartment,16000.0,127.0,2,3,cairo,new cairo - el tagamoa,,1,yes,yes,30.0628389,31.4459868
csv_Ad id 194089264,data.csv,apartment,350.0,90.0,2,1,alexandria,mandara,,2,yes,yes,31.2795555,30.0085443
csv_Ad id 194089263,data.csv,apartment,19000.0,150.0,2,2,cairo,new cairo - el tagamoa,,ground,yes,yes,30.0628389,31.4459868
csv_Ad id 194089110,data.csv,studio,8900.0,60.0,1,1,giza,6th of october,,3,yes,yes,29.9723458,30.9409205
csv_Ad id 194089032,data.csv,apartment,5800.0,190.0,3,2,cairo,nasr city,,2,no,yes,30.0521177,31.3422045
csv_Ad id 194088976,data.csv,apartment,350.0,110.0,2,1,alexandria,mandara,,2,yes,yes,31.2795555,30.0085443
csv_Ad id 194088967,data.csv,apartment,1000.0,160.0,3,2,giza,faisal,,4,yes,yes,30.0173329,31.2039585
csv_Ad id 194088933,data.csv,apartment,5500.0,100.0,2,1,cairo,hadayek al-kobba,,2,yes,yes,,
csv_Ad id 193611258,data.csv,apartment,4000.0,120.0,3,1,cairo,nasr city,,5,no,yes,30.0521177,31.3422045
csv_Ad id 194088912,data.csv,apartment,3500.0,70.0,2,1,cairo,new cairo - el tagamoa,,ground,yes,yes,30.0628389,31.4459868
csv_Ad id 194088862,data.csv,apartment,3500.0,200.0,3,3,giza,faisal,,7,no,yes,30.0173329,31.2039585
csv_Ad id 194088571,data.csv,apartment,4500.0,114.0,3,2,port said,arab district,,4,no,yes,31.2409985,32.3234178
csv_Ad id 194088497,data.csv,apartment,7500.0,220.0,3,3,cairo,nasr city,,3,,yes,30.0521177,31.3422045
csv_Ad id 194088270,data.csv,apartment,3000.0,90.0,2,1,cairo,helmeyat el zaytoun,,2,no,yes,,
csv_Ad id 194087991,data.csv,apartment,4000.0,175.0,3,2,cairo,obour city,,1,no,yes,30.1636723,31.4785044
csv_Ad id 194088094,data.csv,apartment,5000.0,175.0,4,1,cairo,helmeyat el zaytoun,,8,no,yes,,
csv_Ad id 194087975,data.csv,apartment,8000.0,150.0,2,2,giza,mohandessin,,10,no,yes,30.0583951,31.2020231
csv_Ad id 194087472,data.csv,apartment,25000.0,200.0,3,3,cairo,nasr city,,3,yes,yes,30.0521177,31.3422045
csv_Ad id 194087942,data.csv,apartment,18000.0,140.0,2,2,cairo,nasr city,,7,yes,yes,30.0521177,31.3422045
csv_Ad id 194087922,data.csv,apartment,4500.0,130.0,3,1,cairo,nasr city,,2,yes,yes,30.0521177,31.3422045
csv_Ad id 194087920,data.csv,apartment,5500.0,116.0,3,2,cairo,madinaty,,1,no,yes,30.0917369,31.6380608
csv_Ad id 194087639,data.csv,apartment,10000.0,103.0,3,2,cairo,madinaty,,5,yes,yes,30.0917369,31.6380608
csv_Ad id 194087659,data.csv,apartment,9000.0,162.0,3,3,cairo,rehab city,,4,no,yes,30.063584,31.4889939
csv_Ad id 194087640,data.csv,apartment,8500.0,140.0,2,1,cairo,nasr city,,3,yes,yes,30.0521177,31.3422045
csv_Ad id 194187314,data.csv,apartment,10000.0,200.0,3,2,cairo,new cairo - el tagamoa,,1,no,yes,30.0628389,31.4459868
csv_Ad id 194305841,data.csv,apartment,5000.0,96.0,2,2,cairo,madinaty,,2,no,yes,30.0917369,31.6380608
csv_Ad id 194183700,data.csv,apartment,15000.0,300.0,4,4,cairo,madinaty,,2,no,yes,30.0917369,31.6380608
csv_Ad id 193913244,data.csv,apartment,25000.0,270.0,6,3,giza,mohandessin,,ground,,yes,30.0583951,31.2020231
csv_Ad id 194300449,data.csv,apartment,8000.0,122.0,3,2,giza,sheikh zayed,,1,,yes,30.048347,30.9832235
csv_Ad id 194300286,data.csv,apartment,6000.0,124.0,3,2,cairo,madinaty,,2,no,yes,30.0917369,31.6380608
csv_Ad id 194299935,data.csv,apartment,4500.0,100.0,2,1,cairo,heliopolis,,4,no,yes,30.1005985,31.3329136
csv_Ad id 194299873,data.csv,apartment,5000.0,130.0,2,1,cairo,heliopolis,,9,no,yes,30.1005985,31.3329136
csv_Ad id 194281781,data.csv,apartment,2500.0,100.0,2,1,giza,6th of october,,ground,,yes,29.9723458,30.9409205
csv_Ad id 194268399,data.csv,apartment,4500.0,100.0,2,1,cairo,heliopolis,,4,no,yes,30.1005985,31.3329136
csv_Ad id 194184307,data.csv,apartment,8000.0,131.0,3,2,cairo,rehab city,,1,no,yes,30.063584,31.4889939
csv_Ad id 194182837,data.csv,studio,17500.0,90.0,1,1,cairo,new cairo - el tagamoa,,3,no,yes,30.0628389,31.4459868
csv_Ad id 194178661,data.csv,apartment,17000.0,250.0,3,3,cairo,new cairo - el tagamoa,,ground,yes,yes,30.0628389,31.4459868
csv_Ad id 194303056,data.csv,apartment,23000.0,140.0,2,2,cairo,new cairo - el tagamoa,,2,yes,yes,30.0628389,31.4459868
csv_Ad id 194303033,data.csv,studio,15000.0,90.0,1,1,cairo,new cairo - el tagamoa,,ground,yes,yes,30.0628389,31.4459868
csv_Ad id 194303010,data.csv,apartment,25000.0,165.0,3,3,cairo,new cairo - el tagamoa,,4,yes,yes,30.0628389,31.4459868
csv_Ad id 194302950,data.csv,studio,14000.0,90.0,1,1,cairo,new cairo - el tagamoa,,3,yes,yes,30.0628389,31.4459868
csv_Ad id 194302923,data.csv,duplex,35000.0,210.0,3,3,cairo,new cairo - el tagamoa,,2,yes,yes,30.0628389,31.4459868
csv_Ad id 194302901,data.csv,apartment,22000.0,160.0,3,2,cairo,new cairo - el tagamoa,,2,yes,yes,30.0628389,31.4459868
csv_Ad id 194302864,data.csv,duplex,30000.0,200.0,3,3,cairo,new cairo - el tagamoa,,5,,yes,30.0628389,31.4459868
csv_Ad id 194302797,data.csv,duplex,25000.0,143.0,2,3,cairo,new cairo - el tagamoa,,1,yes,yes,30.0628389,31.4459868
csv_Ad id 194302746,data.csv,apartment,25000.0,146.0,2,2,cairo,new cairo - el tagamoa,,ground,yes,yes,30.0628389,31.4459868
csv_Ad id 194302711,data.csv,studio,16000.0,90.0,1,1,cairo,new cairo - el tagamoa,,3,yes,yes,30.0628389,31.4459868
csv_Ad id 194302425,data.csv,apartment,6400.0,116.0,3,2,cairo,madinaty,,4,no,yes,30.0917369,31.6380608
csv_Ad id 194301680,data.csv,apartment,25000.0,275.0,3,3,cairo,new cairo - el tagamoa,,2,no,yes,30.0628389,31.4459868
csv_Ad id 182941901,data.csv,apartment,400.0,90.0,1,1,south sinai,sharm al-sheikh,,ground,yes,yes,27.8644422,34.295447
csv_Ad id 194301565,data.csv,apartment,200000.0,168.0,3,2,cairo,new cairo - el tagamoa,,1,,yes,30.0628389,31.4459868
csv_Ad id 194303730,data.csv,apartment,25000.0,213.0,3,4,cairo,new cairo - el tagamoa,,3,no,yes,30.0628389,31.4459868
csv_Ad id 194303713,data.csv,duplex,25000.0,278.0,4,4,cairo,new cairo - el tagamoa,,ground,no,yes,30.0628389,31.4459868
csv_Ad id 194303677,data.csv,apartment,6500.0,102.0,2,1,cairo,new cairo - el tagamoa,,4,,yes,30.0628389,31.4459868
csv_Ad id 194303648,data.csv,apartment,9500.0,230.0,3,3,cairo,new cairo - el tagamoa,,ground,,yes,30.0628389,31.4459868
csv_Ad id 194303210,data.csv,apartment,7500.0,124.0,3,2,cairo,madinaty,,ground,no,yes,30.0917369,31.6380608
csv_Ad id 194267629,data.csv,apartment,3500.0,120.0,2,1,cairo,new cairo - el tagamoa,,2,no,yes,30.0628389,31.4459868
csv_Ad id 194259437,data.csv,apartment,1500.0,100.0,3,1,alexandria,abu qir,,2,yes,yes,31.3203016,30.0641979
csv_Ad id 194255166,data.csv,apartment,11000.0,150.0,3,3,cairo,new cairo - el tagamoa,,3,yes,yes,30.0628389,31.4459868
csv_Ad id 194238700,data.csv,apartment,4000.0,85.0,2,1,giza,6th of october,,1,yes,yes,29.9723458,30.9409205
csv_Ad id 194253489,data.csv,apartment,5000.0,140.0,2,1,giza,hadayek al-ahram,,4,yes,yes,,
csv_Ad id 193795405,data.csv,apartment,7000.0,70.0,2,1,giza,sheikh zayed,,4,yes,yes,30.048347,30.9832235
csv_Ad id 194245471,data.csv,apartment,2300.0,140.0,3,1,alexandria,mandara,,1,no,yes,31.2795555,30.0085443
csv_Ad id 194202560,data.csv,studio,4500.0,90.0,1,2,cairo,new cairo - el tagamoa,,ground,yes,yes,30.0628389,31.4459868
csv_Ad id 194229528,data.csv,apartment,5000.0,115.0,2,1,cairo,new cairo - el tagamoa,,1,no,yes,30.0628389,31.4459868
csv_Ad id 194204459,data.csv,apartment,10000.0,265.0,3,3,cairo,new cairo - el tagamoa,,ground,,yes,30.0628389,31.4459868
csv_Ad id 194203945,data.csv,apartment,2200.0,70.0,2,1,giza,6th of october,,1,no,yes,29.9723458,30.9409205
csv_Ad id 194347256,data.csv,apartment,15000.0,175.0,2,2,cairo,shubra,,10,yes,yes,30.0800186,31.245269
csv_Ad id 194346757,data.csv,duplex,25000.0,350.0,3,3,cairo,new cairo - el tagamoa,,ground,yes,yes,30.0628389,31.4459868
csv_Ad id 194346376,data.csv,apartment,3000.0,70.0,2,1,cairo,shorouk city,,4,yes,yes,30.1488541,31.6295623
csv_Ad id 194347907,data.csv,apartment,550.0,70.0,2,1,kafr al-sheikh,baltim,,1,no,yes,31.554444,31.090278
csv_Ad id 194347727,data.csv,apartment,8000.0,200.0,3,2,cairo,new cairo - el tagamoa,,2,no,yes,30.0628389,31.4459868
csv_Ad id 194347615,data.csv,apartment,8000.0,180.0,3,2,cairo,new cairo - el tagamoa,,1,yes,yes,30.0628389,31.4459868
csv_Ad id 194344728,data.csv,apartment,1800.0,105.0,2,1,giza,faisal,,2,no,yes,30.0173329,31.2039585
csv_Ad id 194348567,data.csv,apartment,5500.0,108.0,3,2,cairo,rehab city,,ground,no,yes,30.063584,31.4889939
csv_Ad id 194348511,data.csv,apartment,13000.0,161.0,3,3,cairo,rehab city,,4,no,yes,30.063584,31.4889939
csv_Ad id 194348497,data.csv,apartment,7500.0,155.0,3,3,cairo,rehab city,,3,no,yes,30.063584,31.4889939
csv_Ad id 194307341,data.csv,apartment,4000.0,115.0,3,1,cairo,new cairo - el tagamoa,,2,no,yes,30.0628389,31.4459868
csv_Ad id 194348111,data.csv,apartment,8000.0,100.0,2,1,cairo,new cairo - el tagamoa,,2,yes,yes,30.0628389,31.4459868
csv_Ad id 194347904,data.csv,apartment,20000.0,350.0,4,3,cairo,new cairo - el tagamoa,,2,yes,yes,30.0628389,31.4459868
csv_Ad id 194347694,data.csv,apartment,6000.0,165.0,3,1,gharbia,tanta,,5,no,yes,30.7833666,30.9982536
csv_Ad id 194348852,data.csv,apartment,3500.0,85.0,2,1,giza,hadayek 6th of october,,2,no,yes,30.0278841,30.9944999
csv_Ad id 194348863,data.csv,apartment,370.0,100.0,3,1,giza,mohandessin,,1,no,yes,30.0583951,31.2020231
csv_Ad id 194335846,data.csv,apartment,2500.0,55.0,2,1,cairo,heliopolis,,4,,yes,30.1005985,31.3329136
csv_Ad id 194348404,data.csv,apartment,20000.0,350.0,4,3,cairo,new cairo - el tagamoa,,2,yes,yes,30.0628389,31.4459868
csv_Ad id 194350388,data.csv,duplex,18000.0,370.0,4,3,giza,sheikh zayed,,ground,no,yes,30.048347,30.9832235
csv_Ad id 194350235,data.csv,apartment,15000.0,95.0,2,1,cairo,rehab city,,ground,yes,yes,30.063584,31.4889939
csv_Ad id 194349941,data.csv,apartment,8000.0,131.0,3,2,cairo,rehab city,,1,no,yes,30.063584,31.4889939
csv_Ad id 194349963,data.csv,apartment,35000.0,230.0,3,3,giza,sheikh zayed,,ground,no,yes,30.048347,30.9832235
csv_Ad id 194349679,data.csv,apartment,4500.0,90.0,2,1,giza,ard el lewa,,6,yes,yes,,
csv_Ad id 194349646,data.csv,apartment,6000.0,155.0,3,2,cairo,new cairo - el tagamoa,,1,no,yes,30.0628389,31.4459868
csv_Ad id 194349618,data.csv,duplex,18000.0,280.0,4,3,cairo,new cairo - el tagamoa,,ground,no,yes,30.0628389,31.4459868
csv_Ad id 194349602,data.csv,apartment,20000.0,90.0,2,1,cairo,rehab city,,2,yes,yes,30.063584,31.4889939
csv_Ad id 194349555,data.csv,apartment,2500.0,87.0,3,1,asyut,asyut city,,3,no,yes,27.1832822,31.1853836
csv_Ad id 194349477,data.csv,apartment,6000.0,180.0,2,1,alexandria,sidi gaber,,2,no,yes,31.2235494,29.9373941
csv_Ad id 194299788,data.csv,duplex,3500.0,120.0,3,1,cairo,hadayek helwan,,2,yes,yes,29.8968261,31.3009298
csv_Ad id 194349123,data.csv,apartment,2500.0,140.0,3,2,cairo,gesr al suez,,6,no,yes,30.0891061,31.3027715
csv_Ad id 194328569,data.csv,apartment,6000.0,131.0,3,2,cairo,madinaty,,5,no,yes,30.0917369,31.6380608
csv_Ad id 194358792,data.csv,studio,8000.0,90.0,1,1,cairo,new cairo - el tagamoa,,3,yes,yes,30.0628389,31.4459868
csv_Ad id 194359481,data.csv,apartment,14000.0,89.0,2,2,cairo,madinaty,,3,yes,yes,30.0917369,31.6380608
csv_Ad id 194360936,data.csv,apartment,17000.0,127.0,2,3,cairo,new cairo - el tagamoa,,ground,,yes,30.0628389,31.4459868
csv_Ad id 194352764,data.csv,apartment,9200.0,82.0,2,1,cairo,madinaty,,3,yes,yes,30.0917369,31.6380608
csv_Ad id 194362729,data.csv,apartment,11500.0,150.0,3,2,giza,sheikh zayed,,2,no,yes,30.048347,30.9832235
csv_Ad id 194360474,data.csv,apartment,1500.0,80.0,2,1,alexandria,maamoura,,2,yes,yes,31.2941533,30.0538727
csv_Ad id 194362726,data.csv,studio,4500.0,60.0,1,1,cairo,downtown cairo,,9,no,yes,30.0887612,31.2898195
csv_Ad id 194362721,data.csv,apartment,5500.0,120.0,3,1,cairo,nasr city,,ground,no,yes,30.0521177,31.3422045
csv_Ad id 194362701,data.csv,apartment,32000.0,360.0,3,2,cairo,new cairo - el tagamoa,,ground,yes,yes,30.0628389,31.4459868
csv_Ad id 194362698,data.csv,duplex,17000.0,230.0,3,2,cairo,new cairo - el tagamoa,,2,no,yes,30.0628389,31.4459868
csv_Ad id 194362682,data.csv,apartment,6000.0,90.0,2,1,cairo,rehab city,,5,no,yes,30.063584,31.4889939
csv_Ad id 194362618,data.csv,apartment,13000.0,90.0,2,1,cairo,rehab city,,ground,yes,yes,30.063584,31.4889939
csv_Ad id 194362582,data.csv,apartment,7000.0,220.0,3,3,cairo,new cairo - el tagamoa,,3,,yes,30.0628389,31.4459868
csv_Ad id 194362563,data.csv,apartment,6500.0,145.0,3,2,cairo,new cairo - el tagamoa,,ground,,yes,30.0628389,31.4459868
csv_Ad id 194362554,data.csv,apartment,5500.0,160.0,3,2,cairo,heliopolis,,3,no,yes,30.1005985,31.3329136
csv_Ad id 194362501,data.csv,apartment,4000.0,125.0,2,1,alexandria,saba pasha,,2,no,yes,,
csv_Ad id 194362541,data.csv,apartment,8000.0,82.0,2,1,cairo,madinaty,,3,yes,yes,30.0917369,31.6380608
csv_Ad id 194362519,data.csv,apartment,18000.0,136.0,3,2,cairo,rehab city,,ground,yes,yes,30.063584,31.4889939
csv_Ad id 194362509,data.csv,apartment,7000.0,99.0,2,1,cairo,rehab city,,1,no,yes,30.063584,31.4889939
csv_Ad id 194362507,data.csv,apartment,200.0,95.0,2,1,alexandria,mandara,,2,yes,yes,31.2795555,30.0085443
csv_Ad id 194362498,data.csv,apartment,6500.0,116.0,3,2,cairo,madinaty,,5,,yes,30.0917369,31.6380608
csv_Ad id 194362474,data.csv,apartment,14000.0,197.0,3,3,cairo,rehab city,,ground,no,yes,30.063584,31.4889939
csv_Ad id 194362473,data.csv,apartment,200000.0,210.0,3,2,giza,sheikh zayed,,2,no,yes,30.048347,30.9832235
csv_Ad id 194362472,data.csv,apartment,20000.0,200.0,4,2,cairo,new cairo - el tagamoa,,ground,,yes,30.0628389,31.4459868
csv_Ad id 194362457,data.csv,apartment,6000.0,94.0,2,1,cairo,madinaty,,ground,no,yes,30.0917369,31.6380608
csv_Ad id 194362065,data.csv,apartment,10000.0,180.0,4,1,cairo,nasr city,,ground,no,yes,30.0521177,31.3422045
csv_Ad id 194362446,data.csv,apartment,20000.0,209.0,3,3,giza,sheikh zayed,,2,no,yes,30.048347,30.9832235
csv_Ad id 194362443,data.csv,apartment,8000.0,140.0,3,2,cairo,madinaty,,3,no,yes,30.0917369,31.6380608
csv_Ad id 194362430,data.csv,apartment,599.0,145.0,3,1,cairo,nasr city,,4,yes,yes,30.0521177,31.3422045
csv_Ad id 194362427,data.csv,apartment,5000.0,130.0,2,1,cairo,heliopolis,,9,no,yes,30.1005985,31.3329136
csv_Ad id 194362418,data.csv,apartment,16000.0,136.0,3,2,cairo,rehab city,,ground,yes,yes,30.063584,31.4889939
csv_Ad id 194303731,data.csv,apartment,16000.0,136.0,3,2,cairo,rehab city,,ground,yes,yes,30.063584,31.4889939
csv_Ad id 193329170,data.csv,apartment,7500.0,90.0,2,1,cairo,madinaty,,ground,no,yes,30.0917369,31.6380608
csv_Ad id 193959321,data.csv,apartment,1500.0,80.0,3,1,cairo,waili,,ground,no,yes,30.067391,31.2758236
csv_Ad id 194362360,data.csv,apartment,10000.0,70.0,2,1,giza,sheikh zayed,,5,yes,yes,30.048347,30.9832235
csv_Ad id 194362343,data.csv,duplex,20000.0,300.0,3,3,cairo,new cairo - el tagamoa,,ground,no,yes,30.0628389,31.4459868
csv_Ad id 194362341,data.csv,apartment,10000.0,180.0,3,3,cairo,rehab city,,5,no,yes,30.063584,31.4889939
csv_Ad id 194362328,data.csv,apartment,19000.0,165.0,2,3,giza,6th of october,,2,no,yes,29.9723458,30.9409205
csv_Ad id 194362318,data.csv,apartment,60000.0,500.0,8,4,cairo,nasr city,,1,,yes,30.0521177,31.3422045
csv_Ad id 194362238,data.csv,apartment,15000.0,99.0,2,1,cairo,rehab city,,3,yes,yes,30.063584,31.4889939
csv_Ad id 194362228,data.csv,apartment,12000.0,105.0,3,1,cairo,new cairo - el tagamoa,,2,yes,yes,30.0628389,31.4459868
csv_Ad id 194362215,data.csv,apartment,9000.0,108.0,3,2,cairo,rehab city,,1,yes,yes,30.063584,31.4889939
csv_Ad id 194362203,data.csv,apartment,13500.0,250.0,3,3,cairo,rehab city,,5,no,yes,30.063584,31.4889939
csv_Ad id 194362178,data.csv,studio,12000.0,50.0,1,1,giza,sheikh zayed,,3,yes,yes,30.048347,30.9832235
csv_Ad id 194362166,data.csv,apartment,18500.0,150.0,3,2,cairo,new cairo - el tagamoa,,1,yes,yes,30.0628389,31.4459868
csv_Ad id 194362164,data.csv,apartment,21000.0,250.0,4,3,cairo,nasr city,,1,no,yes,30.0521177,31.3422045
csv_Ad id 194362141,data.csv,apartment,8000.0,117.0,3,1,cairo,new cairo - el tagamoa,,2,yes,yes,30.0628389,31.4459868
csv_Ad id 194362119,data.csv,apartment,18000.0,122.0,3,2,cairo,rehab city,,ground,yes,yes,30.063584,31.4889939
csv_Ad id 194362114,data.csv,apartment,28000.0,148.0,2,2,cairo,new cairo - el tagamoa,,ground,,yes,30.0628389,31.4459868
csv_Ad id 194362094,data.csv,apartment,15000.0,180.0,3,3,cairo,new cairo - el tagamoa,,2,no,yes,30.0628389,31.4459868
csv_Ad id 194362089,data.csv,apartment,15000.0,90.0,2,1,cairo,rehab city,,ground,yes,yes,30.063584,31.4889939
csv_Ad id 194362083,data.csv,studio,6500.0,50.0,1,1,cairo,new cairo - el tagamoa,,ground,yes,yes,30.0628389,31.4459868
csv_Ad id 194362071,data.csv,apartment,23000.0,232.0,3,4,giza,6th of october,,2,no,yes,29.9723458,30.9409205
csv_Ad id 194362059,data.csv,apartment,25000.0,240.0,3,2,cairo,nasr city,,6,no,yes,30.0521177,31.3422045
csv_Ad id 194362051,data.csv,studio,5500.0,30.0,1,1,cairo,new cairo - el tagamoa,,2,yes,yes,30.0628389,31.4459868
csv_Ad id 194362033,data.csv,apartment,14000.0,180.0,3,2,cairo,new cairo - el tagamoa,,3,no,yes,30.0628389,31.4459868
csv_Ad id 194360917,data.csv,apartment,1000.0,150.0,2,1,giza,sheikh zayed,,ground,yes,yes,30.048347,30.9832235
csv_Ad id 194362006,data.csv,apartment,15000.0,265.0,3,3,cairo,madinaty,,ground,no,yes,30.0917369,31.6380608
csv_Ad id 194361995,data.csv,apartment,10000.0,200.0,3,3,cairo,new cairo - el tagamoa,,ground,,yes,30.0628389,31.4459868
csv_Ad id 194361984,data.csv,apartment,15000.0,220.0,3,2,cairo,new cairo - el tagamoa,,3,,yes,30.0628389,31.4459868
csv_Ad id 194361959,data.csv,apartment,10000.0,250.0,3,3,cairo,new cairo - el tagamoa,,4,no,yes,30.0628389,31.4459868
csv_Ad id 194361952,data.csv,apartment,12000.0,150.0,3,2,giza,sheikh zayed,,ground,no,yes,30.048347,30.9832235
csv_Ad id 194361939,data.csv,apartment,11500.0,240.0,3,3,cairo,new cairo - el tagamoa,,3,no,yes,30.0628389,31.4459868
csv_Ad id 194361937,data.csv,apartment,18000.0,92.0,2,1,cairo,rehab city,,ground,yes,yes,30.063584,31.4889939
csv_Ad id 194361902,data.csv,apartment,6500.0,150.0,2,1,cairo,new cairo - el tagamoa,,ground,no,yes,30.0628389,31.4459868
csv_Ad id 194361879,data.csv,apartment,4500.0,120.0,2,1,giza,6th of october,,2,no,yes,29.9723458,30.9409205
csv_Ad id 194361876,data.csv,apartment,14000.0,150.0,2,1,cairo,new cairo - el tagamoa,,ground,no,yes,30.0628389,31.4459868
csv_Ad id 194361851,data.csv,apartment,10000.0,155.0,3,3,cairo,rehab city,,1,yes,yes,30.063584,31.4889939
