unified_id,source_file,type,price,area,bedrooms,bathrooms,city,region,address,level,furnished,rent,lat,lng
csv_Ad id 194321313,data.csv,duplex,73000.0,300.0,3,3,cairo,mokattam,,ground,yes,yes,30.033333,31.283333
csv_Ad id 194269435,data.csv,studio,15000.0,105.0,1,1,giza,6th of october,,highest,yes,yes,29.9723458,30.9409205
csv_Ad id 194266494,data.csv,apartment,12000.0,200.0,3,3,cairo,new cairo - el tagamoa,,1,no,yes,30.0628389,31.4459868
csv_Ad id 194325693,data.csv,apartment,8500.0,130.0,3,2,cairo,new cairo - el tagamoa,,2,yes,yes,30.0628389,31.4459868
csv_Ad id 192775003,data.csv,apartment,1200.0,180.0,3,2,cairo,new cairo - el tagamoa,,2,yes,yes,30.0628389,31.4459868
csv_Ad id 194281360,data.csv,apartment,5000.0,130.0,2,1,cairo,new cairo - el tagamoa,,3,no,yes,30.0628389,31.4459868
csv_Ad id 194337594,data.csv,apartment,8500.0,200.0,3,1,cairo,nasr city,,ground,no,yes,30.0521177,31.3422045
csv_Ad id 192108854,data.csv,apartment,3000.0,170.0,3,2,giza,hadayek al-ahram,,ground,,yes,,
csv_Ad id 194318105,data.csv,apartment,7000.0,160.0,3,2,cairo,new cairo - el tagamoa,,ground,no,yes,30.0628389,31.4459868
csv_Ad id 194114556,data.csv,apartment,3000.0,130.0,3,2,cairo,new cairo - el tagamoa,,2,no,yes,30.0628389,31.4459868
csv_Ad id 194232763,data.csv,apartment,15000.0,280.0,4,2,cairo,nasr city,,6,no,yes,30.0521177,31.3422045
csv_Ad id 194265773,data.csv,apartment,18000.0,134.0,3,2,giza,sheikh zayed,,3,no,yes,30.048347,30.9832235
csv_Ad id 194168189,data.csv,apartment,22000.0,266.0,3,3,giza,6th of october,,2,,yes,29.9723458,30.9409205
csv_Ad id 194298652,data.csv,duplex,23000.0,240.0,3,3,giza,sheikh zayed,,2,no,yes,30.048347,30.9832235
csv_Ad id 194298915,data.csv,apartment,12000.0,70.0,2,1,giza,sheikh zayed,,3,,yes,30.048347,30.9832235
csv_Ad id 194323453,data.csv,apartment,11000.0,200.0,2,2,alexandria,kafr abdo,,10,no,yes,31.2252991,29.9541965
csv_Ad id 194266361,data.csv,apartment,18000.0,108.0,3,1,cairo,rehab city,,2,yes,yes,30.063584,31.4889939
csv_Ad id 194239897,data.csv,apartment,10000.0,171.0,3,3,cairo,rehab city,,2,no,yes,30.063584,31.4889939
csv_Ad id 194168066,data.csv,apartment,22500.0,250.0,3,3,cairo,nasr city,,3,yes,yes,30.0521177,31.3422045
csv_Ad id 194315439,data.csv,apartment,15000.0,400.0,4,3,cairo,new cairo - el tagamoa,,2,,yes,30.0628389,31.4459868
csv_Ad id 194305318,data.csv,apartment,21000.0,208.0,3,3,cairo,new cairo - el tagamoa,,3,no,yes,30.0628389,31.4459868
csv_Ad id 194234345,data.csv,apartment,22500.0,210.0,3,3,cairo,new cairo - el tagamoa,,4,no,yes,30.0628389,31.4459868
csv_Ad id 194280827,data.csv,apartment,20000.0,330.0,3,3,cairo,new cairo - el tagamoa,,3,yes,yes,30.0628389,31.4459868
csv_Ad id 194058816,data.csv,apartment,14000.0,137.0,3,2,cairo,madinaty,,3,yes,yes,30.0917369,31.6380608
csv_Ad id 193911133,data.csv,apartment,30000.0,197.0,3,3,cairo,new cairo - el tagamoa,,2,yes,yes,30.0628389,31.4459868
csv_Ad id 194254521,data.csv,apartment,30000.0,133.0,2,2,cairo,new cairo - el tagamoa,,4,yes,yes,30.0628389,31.4459868
csv_Ad id 194236928,data.csv,apartment,10000.0,200.0,3,3,cairo,new cairo - el tagamoa,,ground,,yes,30.0628389,31.4459868
csv_Ad id 194305108,data.csv,apartment,4000.0,120.0,3,1,cairo,nasr city,,3,no,yes,30.0521177,31.3422045
csv_Ad id 194222408,data.csv,apartment,11000.0,150.0,3,2,cairo,new cairo - el tagamoa,,ground,yes,yes,30.0628389,31.4459868
csv_Ad id 194211880,data.csv,apartment,35000.0,390.0,4,4,cairo,heliopolis,,6,no,yes,30.1005985,31.3329136
csv_Ad id 194270527,data.csv,duplex,45000.0,253.0,4,3,cairo,new cairo - el tagamoa,,ground,yes,yes,30.0628389,31.4459868
csv_Ad id 194226863,data.csv,apartment,17000.0,148.0,2,3,cairo,new cairo - el tagamoa,,3,no,yes,30.0628389,31.4459868
csv_Ad id 194200889,data.csv,apartment,7000.0,170.0,3,2,alexandria,smoha,,3,no,yes,31.215679,29.9421807
csv_Ad id 187728009,data.csv,apartment,250.0,90.0,2,1,giza,tersa,,7,yes,yes,29.9625207,31.1980386
csv_Ad id 194302201,data.csv,apartment,27000.0,140.0,2,3,cairo,new cairo - el tagamoa,,2,yes,yes,30.0628389,31.4459868
csv_Ad id 194266245,data.csv,apartment,500.0,175.0,2,2,cairo,nasr city,,6,yes,yes,30.0521177,31.3422045
csv_Ad id 194265912,data.csv,apartment,8500.0,131.0,3,2,cairo,rehab city,,3,no,yes,30.063584,31.4889939
csv_Ad id 193812523,data.csv,apartment,1000.0,220.0,3,2,alexandria,stanley,,10+,yes,yes,31.234566,29.949826
csv_Ad id 194280581,data.csv,studio,15000.0,88.0,1,1,cairo,new cairo - el tagamoa,,2,,yes,30.0628389,31.4459868
csv_Ad id 194272217,data.csv,apartment,15000.0,160.0,3,2,cairo,new cairo - el tagamoa,,2,,yes,30.0628389,31.4459868
csv_Ad id 194300652,data.csv,apartment,18000.0,139.0,3,3,cairo,rehab city,,3,yes,yes,30.063584,31.4889939
csv_Ad id 194287865,data.csv,apartment,20000.0,200.0,3,3,cairo,new cairo - el tagamoa,,2,,yes,30.0628389,31.4459868
csv_Ad id 193009315,data.csv,apartment,17000.0,280.0,3,3,alexandria,roushdy,,2,no,yes,,
csv_Ad id 194289187,data.csv,apartment,20000.0,133.0,2,2,cairo,new cairo - el tagamoa,,1,no,yes,30.0628389,31.4459868
csv_Ad id 178912333,data.csv,apartment,32000.0,145.0,2,2,cairo,new cairo - el tagamoa,,2,yes,yes,30.0628389,31.4459868
csv_Ad id 194340026,data.csv,apartment,4700.0,82.0,2,1,cairo,madinaty,,2,no,yes,30.0917369,31.6380608
csv_Ad id 194339985,data.csv,apartment,5000.0,107.0,2,1,cairo,madinaty,,2,no,yes,30.0917369,31.6380608
csv_Ad id 194318788,data.csv,apartment,15000.0,99.0,2,1,cairo,rehab city,,3,yes,yes,30.063584,31.4889939
csv_Ad id 194339877,data.csv,apartment,6000.0,130.0,3,2,giza,sheikh zayed,,2,no,yes,30.048347,30.9832235
csv_Ad id 194339872,data.csv,apartment,8000.0,175.0,3,2,alexandria,kafr abdo,,4,no,yes,31.2252991,29.9541965
csv_Ad id 194339784,data.csv,apartment,21000.0,240.0,3,3,cairo,new cairo - el tagamoa,,1,no,yes,30.0628389,31.4459868
csv_Ad id 194334418,data.csv,apartment,48000.0,82.0,2,1,cairo,new heliopolis,,1,no,yes,30.1180968,31.6925603
csv_Ad id 192784654,data.csv,apartment,14000.0,85.0,3,1,giza,dokki,,ground,yes,yes,30.0388955,31.2125563
csv_Ad id 194339630,data.csv,apartment,15000.0,99.0,2,1,cairo,rehab city,,2,yes,yes,30.063584,31.4889939
csv_Ad id 194339624,data.csv,apartment,12000.0,160.0,3,2,cairo,new cairo - el tagamoa,,2,yes,yes,30.0628389,31.4459868
csv_Ad id 194339480,data.csv,apartment,7000.0,165.0,3,1,alexandria,kafr abdo,,3,no,yes,31.2252991,29.9541965
csv_Ad id 194338709,data.csv,apartment,20000.0,300.0,4,3,cairo,nasr city,,1,no,yes,30.0521177,31.3422045
csv_Ad id 194336353,data.csv,apartment,16000.0,90.0,2,1,cairo,rehab city,,1,yes,yes,30.063584,31.4889939
csv_Ad id 194315750,data.csv,apartment,5000.0,100.0,2,1,red sea,hurghada,,3,yes,yes,27.222556,33.8307062
csv_Ad id 194285226,data.csv,apartment,9500.0,175.0,3,3,cairo,madinaty,,6,no,yes,30.0917369,31.6380608
csv_Ad id 194284904,data.csv,apartment,6500.0,135.0,3,2,cairo,madinaty,,1,no,yes,30.0917369,31.6380608
csv_Ad id 194246867,data.csv,apartment,19000.0,165.0,3,3,cairo,new cairo - el tagamoa,,1,,yes,30.0628389,31.4459868
csv_Ad id 193795409,data.csv,apartment,20000.0,208.0,3,3,cairo,new cairo - el tagamoa,,3,no,yes,30.0628389,31.4459868
csv_Ad id 193410162,data.csv,apartment,13000.0,150.0,3,2,alexandria,smoha,,9,yes,yes,31.215679,29.9421807
csv_Ad id 191326963,data.csv,duplex,10000.0,350.0,3,3,cairo,new cairo - el tagamoa,,ground,,yes,30.0628389,31.4459868
csv_Ad id 190621694,data.csv,apartment,400.0,250.0,3,3,cairo,nasr city,,4,,yes,30.0521177,31.3422045
csv_Ad id 184037124,data.csv,apartment,500.0,200.0,3,3,cairo,new cairo - el tagamoa,,4,yes,yes,30.0628389,31.4459868
csv_Ad id 194339132,data.csv,apartment,17000.0,90.0,2,1,cairo,rehab city,,1,,yes,30.063584,31.4889939
csv_Ad id 194339025,data.csv,studio,28000.0,100.0,1,1,cairo,new cairo - el tagamoa,,ground,yes,yes,30.0628389,31.4459868
csv_Ad id 194338998,data.csv,apartment,20000.0,136.0,3,2,cairo,rehab city,,1,yes,yes,30.063584,31.4889939
csv_Ad id 194336718,data.csv,apartment,14000.0,165.0,3,2,cairo,new cairo - el tagamoa,,1,yes,yes,30.0628389,31.4459868
csv_Ad id 194325982,data.csv,apartment,24000.0,197.0,3,2,cairo,new cairo - el tagamoa,,1,yes,yes,30.0628389,31.4459868
csv_Ad id 194286948,data.csv,apartment,2000.0,70.0,2,1,beni suef,beni suef city,,ground,,yes,29.0729812,31.0982562
csv_Ad id 194338889,data.csv,duplex,34000.0,290.0,3,4,cairo,new cairo - el tagamoa,,ground,no,yes,30.0628389,31.4459868
csv_Ad id 194338799,data.csv,apartment,600.0,125.0,2,2,alexandria,miami,,10+,yes,yes,31.2662126,29.9993706
csv_Ad id 194338755,data.csv,apartment,17000.0,90.0,2,1,cairo,rehab city,,ground,yes,yes,30.063584,31.4889939
csv_Ad id 194338713,data.csv,apartment,5000.0,190.0,3,2,giza,sheikh zayed,,3,no,yes,30.048347,30.9832235
csv_Ad id 194338621,data.csv,duplex,30000.0,311.0,3,4,cairo,new cairo - el tagamoa,,2,yes,yes,30.0628389,31.4459868
csv_Ad id 194338464,data.csv,apartment,17000.0,99.0,2,1,cairo,rehab city,,ground,yes,yes,30.063584,31.4889939
csv_Ad id 194338416,data.csv,apartment,9000.0,175.0,3,3,cairo,madinaty,,6,no,yes,30.0917369,31.6380608
csv_Ad id 194338408,data.csv,apartment,600.0,190.0,3,2,cairo,nasr city,,3,yes,yes,30.0521177,31.3422045
csv_Ad id 194338368,data.csv,apartment,9000.0,175.0,3,3,cairo,madinaty,,4,no,yes,30.0917369,31.6380608
csv_Ad id 194338362,data.csv,apartment,5000.0,130.0,2,1,cairo,heliopolis,,9,no,yes,30.1005985,31.3329136
csv_Ad id 140159170,data.csv,apartment,30000.0,200.0,3,3,cairo,maadi,,3,yes,yes,29.9603313,31.263055
csv_Ad id 194338104,data.csv,apartment,10500.0,145.0,3,2,cairo,madinaty,,5,no,yes,30.0917369,31.6380608
csv_Ad id 194338094,data.csv,duplex,33000.0,300.0,3,3,cairo,new cairo - el tagamoa,,ground,no,yes,30.0628389,31.4459868
csv_Ad id 194338050,data.csv,apartment,40000.0,280.0,3,5,giza,sheikh zayed,,3,yes,yes,30.048347,30.9832235
csv_Ad id 194337870,data.csv,studio,7000.0,60.0,1,1,cairo,rehab city,,ground,yes,yes,30.063584,31.4889939
csv_Ad id 194337775,data.csv,apartment,8500.0,149.0,3,3,cairo,madinaty,,ground,no,yes,30.0917369,31.6380608
csv_Ad id 194337747,data.csv,apartment,9000.0,200.0,3,2,cairo,nasr city,,4,yes,yes,30.0521177,31.3422045
csv_Ad id 193942805,data.csv,duplex,40000.0,300.0,4,3,cairo,new cairo - el tagamoa,,ground,no,yes,30.0628389,31.4459868
csv_Ad id 194337719,data.csv,apartment,4000.0,80.0,2,1,giza,hadayek 6th of october,,ground,no,yes,30.0278841,30.9944999
csv_Ad id 194327253,data.csv,apartment,7500.0,131.0,3,2,cairo,rehab city,,1,no,yes,30.063584,31.4889939
csv_Ad id 194305630,data.csv,apartment,36000.0,289.0,4,4,cairo,new cairo - el tagamoa,,1,no,yes,30.0628389,31.4459868
csv_Ad id 194337546,data.csv,apartment,2500.0,80.0,2,1,giza,hadayek 6th of october,,4,no,yes,30.0278841,30.9944999
csv_Ad id 194337179,data.csv,apartment,25000.0,100.0,1,1,cairo,new cairo - el tagamoa,,ground,yes,yes,30.0628389,31.4459868
csv_Ad id 194337160,data.csv,studio,24000.0,100.0,1,1,cairo,new cairo - el tagamoa,,ground,yes,yes,30.0628389,31.4459868
csv_Ad id 194337098,data.csv,apartment,500.0,125.0,2,1,giza,6th of october,,3,yes,yes,29.9723458,30.9409205
csv_Ad id 194337095,data.csv,apartment,6000.0,116.0,3,2,cairo,madinaty,,1,no,yes,30.0917369,31.6380608
csv_Ad id 194337065,data.csv,apartment,7500.0,124.0,3,2,cairo,madinaty,,ground,,yes,30.0917369,31.6380608
csv_Ad id 194336966,data.csv,duplex,35000.0,210.0,3,3,cairo,new cairo - el tagamoa,,2,yes,yes,30.0628389,31.4459868
csv_Ad id 194336953,data.csv,apartment,5500.0,96.0,2,2,cairo,madinaty,,5,,yes,30.0917369,31.6380608
csv_Ad id 194336902,data.csv,apartment,10000.0,215.0,3,3,giza,sheikh zayed,,1,no,yes,30.048347,30.9832235
csv_Ad id 194336888,data.csv,duplex,25000.0,278.0,4,4,cairo,new cairo - el tagamoa,,ground,,yes,30.0628389,31.4459868
csv_Ad id 194336877,data.csv,apartment,17000.0,140.0,3,2,cairo,madinaty,,3,yes,yes,30.0917369,31.6380608
csv_Ad id 194336839,data.csv,apartment,20000.0,160.0,2,3,cairo,new cairo - el tagamoa,,1,,yes,30.0628389,31.4459868
csv_Ad id 194336788,data.csv,apartment,15000.0,139.0,2,2,cairo,new cairo - el tagamoa,,5,,yes,30.0628389,31.4459868
csv_Ad id 194336756,data.csv,apartment,14000.0,146.0,2,2,cairo,new cairo - el tagamoa,,1,,yes,30.0628389,31.4459868
csv_Ad id 194336710,data.csv,apartment,25000.0,25.0,3,4,cairo,new cairo - el tagamoa,,3,,yes,30.0628389,31.4459868
csv_Ad id 194336670,data.csv,apartment,23000.0,200.0,3,3,cairo,new cairo - el tagamoa,,3,,yes,30.0628389,31.4459868
csv_Ad id 194336650,data.csv,apartment,16000.0,99.0,2,1,cairo,rehab city,,3,,yes,30.063584,31.4889939
csv_Ad id 194336432,data.csv,apartment,10000.0,70.0,3,2,cairo,nasr city,,6,yes,yes,30.0521177,31.3422045
csv_Ad id 194336424,data.csv,apartment,6000.0,125.0,3,1,alexandria,smoha,,3,,yes,31.215679,29.9421807
csv_Ad id 194336056,data.csv,apartment,3500.0,130.0,4,2,cairo,hadayek helwan,,1,no,yes,29.8968261,31.3009298
csv_Ad id 194335238,data.csv,apartment,4240.0,132.0,3,2,cairo,nasr city,,2,no,yes,30.0521177,31.3422045
csv_Ad id 194316175,data.csv,apartment,3500.0,170.0,3,2,giza,faisal,,3,no,yes,30.0173329,31.2039585
csv_Ad id 194265400,data.csv,apartment,17000.0,138.0,2,2,cairo,new cairo - el tagamoa,,2,,yes,30.0628389,31.4459868
csv_Ad id 194251325,data.csv,apartment,15000.0,139.0,2,2,cairo,new cairo - el tagamoa,,5,,yes,30.0628389,31.4459868
csv_Ad id 193654506,data.csv,apartment,5500.0,185.0,3,1,giza,6th of october,,2,yes,yes,29.9723458,30.9409205
csv_Ad id 194336600,data.csv,apartment,6500.0,102.0,2,1,cairo,new cairo - el tagamoa,,4,,yes,30.0628389,31.4459868
csv_Ad id 194336596,data.csv,apartment,10000.0,200.0,3,3,cairo,madinaty,,3,no,yes,30.0917369,31.6380608
csv_Ad id 194336571,data.csv,apartment,15000.0,220.0,3,2,giza,sheikh zayed,,1,no,yes,30.048347,30.9832235
csv_Ad id 194336563,data.csv,apartment,9000.0,220.0,3,3,cairo,new cairo - el tagamoa,,ground,,yes,30.0628389,31.4459868
csv_Ad id 194336520,data.csv,apartment,7000.0,140.0,3,2,cairo,madinaty,,4,no,yes,30.0917369,31.6380608
csv_Ad id 194336511,data.csv,studio,15000.0,90.0,1,1,cairo,new cairo - el tagamoa,,ground,yes,yes,30.0628389,31.4459868
csv_Ad id 194336464,data.csv,apartment,15000.0,79.0,2,1,cairo,madinaty,,3,yes,yes,30.0917369,31.6380608
csv_Ad id 194336441,data.csv,apartment,7500.0,130.0,3,2,cairo,new cairo - el tagamoa,,1,yes,yes,30.0628389,31.4459868
csv_Ad id 194336436,data.csv,apartment,25000.0,165.0,3,2,cairo,new cairo - el tagamoa,,4,yes,yes,30.0628389,31.4459868
csv_Ad id 194336381,data.csv,apartment,21000.0,160.0,3,2,cairo,new cairo - el tagamoa,,2,yes,yes,30.0628389,31.4459868
csv_Ad id 192145557,data.csv,apartment,4000.0,170.0,3,2,giza,haram,,3,,yes,29.850964,31.2209469
csv_Ad id 194336338,data.csv,duplex,30000.0,200.0,3,3,cairo,new cairo - el tagamoa,,5,yes,yes,30.0628389,31.4459868
csv_Ad id 190735069,data.csv,apartment,45000.0,360.0,6,3,cairo,nasr city,,6,,yes,30.0521177,31.3422045
csv_Ad id 194336294,data.csv,apartment,17999.0,141.0,3,2,cairo,madinaty,,4,yes,yes,30.0917369,31.6380608
csv_Ad id 194336289,data.csv,studio,16000.0,90.0,1,1,cairo,new cairo - el tagamoa,,3,yes,yes,30.0628389,31.4459868
csv_Ad id 194336258,data.csv,apartment,5000.0,80.0,2,1,cairo,madinaty,,4,no,yes,30.0917369,31.6380608
csv_Ad id 194322601,data.csv,apartment,10000.0,108.0,3,2,cairo,rehab city,,ground,yes,yes,30.063584,31.4889939
csv_Ad id 194336197,data.csv,apartment,35000.0,200.0,4,3,giza,sheikh zayed,,ground,yes,yes,30.048347,30.9832235
csv_Ad id 194336188,data.csv,apartment,7500.0,135.0,3,2,cairo,madinaty,,3,no,yes,30.0917369,31.6380608
csv_Ad id 194336121,data.csv,apartment,24000.0,160.0,3,2,cairo,new cairo - el tagamoa,,1,yes,yes,30.0628389,31.4459868
csv_Ad id 194335992,data.csv,apartment,10000.0,100.0,2,1,cairo,new cairo - el tagamoa,,ground,yes,yes,30.0628389,31.4459868
csv_Ad id 194335989,data.csv,apartment,2000.0,100.0,2,1,alexandria,bacchus,,2,no,yes,,
csv_Ad id 194335943,data.csv,apartment,4500.0,100.0,3,1,cairo,badr city,,2,yes,yes,30.142806,31.742824
csv_Ad id 194335936,data.csv,apartment,9000.0,136.0,3,2,cairo,new cairo - el tagamoa,,ground,yes,yes,30.0628389,31.4459868
csv_Ad id 194335919,data.csv,apartment,23000.0,100.0,1,1,cairo,new cairo - el tagamoa,,ground,yes,yes,30.0628389,31.4459868
csv_Ad id 194335835,data.csv,apartment,12500.0,90.0,2,1,cairo,rehab city,,2,,yes,30.063584,31.4889939
csv_Ad id 194335801,data.csv,apartment,15000.0,157.0,3,2,cairo,rehab city,,4,yes,yes,30.063584,31.4889939
csv_Ad id 194335740,data.csv,apartment,15000.0,265.0,3,3,cairo,madinaty,,ground,no,yes,30.0917369,31.6380608
csv_Ad id 194335683,data.csv,apartment,22000.0,90.0,2,1,cairo,rehab city,,2,yes,yes,30.063584,31.4889939
csv_Ad id 194335582,data.csv,apartment,3650.0,115.0,3,1,cairo,nasr city,,6,no,yes,30.0521177,31.3422045
csv_Ad id 173208771,data.csv,apartment,4000.0,71.0,2,1,giza,sheikh zayed,,4,,yes,30.048347,30.9832235
csv_Ad id 194272815,data.csv,apartment,12000.0,90.0,2,1,cairo,rehab city,,3,yes,yes,30.063584,31.4889939
csv_Ad id 194335464,data.csv,apartment,22000.0,350.0,5,3,cairo,new cairo - el tagamoa,,1,yes,yes,30.0628389,31.4459868
csv_Ad id 194335322,data.csv,apartment,6500.0,250.0,4,2,giza,hadayek al-ahram,,ground,,yes,,
csv_Ad id 194335224,data.csv,apartment,10000.0,220.0,3,2,cairo,new cairo - el tagamoa,,5,no,yes,30.0628389,31.4459868
csv_Ad id 194335173,data.csv,apartment,12000.0,220.0,3,2,cairo,new cairo - el tagamoa,,5,no,yes,30.0628389,31.4459868
csv_Ad id 194335110,data.csv,studio,22000.0,100.0,1,1,cairo,new cairo - el tagamoa,,ground,yes,yes,30.0628389,31.4459868
csv_Ad id 194335006,data.csv,apartment,4000.0,85.0,2,1,cairo,badr city,,2,yes,yes,30.142806,31.742824
csv_Ad id 148677576,data.csv,apartment,300.0,90.0,2,1,alexandria,asafra,,4,yes,yes,31.2668676,30.0126929
csv_Ad id 194334882,data.csv,apartment,3000.0,80.0,2,1,giza,hadayek 6th of october,,ground,no,yes,30.0278841,30.9944999
csv_Ad id 177288447,data.csv,apartment,450.0,130.0,3,2,alexandria,mandara,,10+,yes,yes,31.2795555,30.0085443
csv_Ad id 187760876,data.csv,apartment,700.0,220.0,3,2,giza,mohandessin,,3,yes,yes,30.0583951,31.2020231
csv_Ad id 187806826,data.csv,apartment,750.0,220.0,3,2,giza,mohandessin,,1,yes,yes,30.0583951,31.2020231
csv_Ad id 194334753,data.csv,apartment,10000.0,200.0,3,2,alexandria,stanley,,highest,,yes,31.234566,29.949826
csv_Ad id 181151213,data.csv,duplex,45000.0,525.0,10+,4,cairo,maadi,,1,yes,yes,29.9603313,31.263055
csv_Ad id 194315455,data.csv,apartment,5200.0,135.0,2,1,alexandria,raml station,,2,yes,yes,31.2014119,29.9011183
csv_Ad id 194315170,data.csv,apartment,11000.0,220.0,3,2,cairo,new cairo - el tagamoa,,5,no,yes,30.0628389,31.4459868
csv_Ad id 194312486,data.csv,apartment,45000.0,230.0,3,3,giza,mohandessin,,5,yes,yes,30.0583951,31.2020231
csv_Ad id 194300036,data.csv,apartment,11000.0,180.0,2,2,cairo,nasr city,,10,yes,yes,30.0521177,31.3422045
csv_Ad id 194299866,data.csv,apartment,5500.0,200.0,3,2,cairo,mokattam,,3,no,yes,30.033333,31.283333
csv_Ad id 194258539,data.csv,apartment,3000.0,105.0,2,1,cairo,badr city,,2,no,yes,30.142806,31.742824
csv_Ad id 194062601,data.csv,apartment,3000.0,130.0,3,2,cairo,new cairo - el tagamoa,,3,no,yes,30.0628389,31.4459868
csv_Ad id 193532988,data.csv,apartment,17000.0,185.0,3,3,cairo,maadi,,4,no,yes,29.9603313,31.263055
csv_Ad id 194334556,data.csv,apartment,39999.0,400.0,10,2,cairo,new cairo - el tagamoa,,1,no,yes,30.0628389,31.4459868
csv_Ad id 194334408,data.csv,apartment,10000.0,200.0,3,3,cairo,madinaty,,5,no,yes,30.0917369,31.6380608
csv_Ad id 194334184,data.csv,apartment,12000.0,170.0,3,1,cairo,nasr city,,7,yes,yes,30.0521177,31.3422045
csv_Ad id 194334099,data.csv,apartment,15000.0,260.0,3,2,alexandria,stanley,,6,no,yes,31.234566,29.949826
csv_Ad id 194334073,data.csv,apartment,18000.0,116.0,3,2,cairo,madinaty,,5,yes,yes,30.0917369,31.6380608
csv_Ad id 194334041,data.csv,apartment,9000.0,175.0,3,3,cairo,madinaty,,6,,yes,30.0917369,31.6380608
csv_Ad id 194334012,data.csv,apartment,28000.0,300.0,4,4,cairo,new cairo - el tagamoa,,1,no,yes,30.0628389,31.4459868
csv_Ad id 194334008,data.csv,apartment,28500.0,300.0,4,4,cairo,new cairo - el tagamoa,,1,no,yes,30.0628389,31.4459868
csv_Ad id 194333753,data.csv,apartment,7000.0,160.0,3,2,cairo,maadi,,9,yes,yes,29.9603313,31.263055
csv_Ad id 194333723,data.csv,apartment,30000.0,245.0,3,3,cairo,new cairo - el tagamoa,,2,no,yes,30.0628389,31.4459868
csv_Ad id 194333567,data.csv,apartment,20000.0,220.0,3,3,cairo,new cairo - el tagamoa,,4,no,yes,30.0628389,31.4459868
csv_Ad id 194333487,data.csv,penthouse,23000.0,166.0,2,3,cairo,new cairo - el tagamoa,,3,no,yes,30.0628389,31.4459868
csv_Ad id 191054987,data.csv,apartment,25000.0,138.0,2,2,cairo,new cairo - el tagamoa,,ground,yes,yes,30.0628389,31.4459868
csv_Ad id 194332068,data.csv,duplex,35000.0,380.0,5,5,cairo,new cairo - el tagamoa,,ground,yes,yes,30.0628389,31.4459868
csv_Ad id 194314661,data.csv,apartment,15000.0,220.0,3,2,cairo,new cairo - el tagamoa,,2,,yes,30.0628389,31.4459868
csv_Ad id 194291479,data.csv,apartment,15000.0,250.0,4,3,giza,mohandessin,,4,no,yes,30.0583951,31.2020231
csv_Ad id 194234722,data.csv,apartment,20000.0,155.0,3,2,cairo,new cairo - el tagamoa,,4,no,yes,30.0628389,31.4459868
csv_Ad id 194227952,data.csv,apartment,11000.0,70.0,2,1,cairo,madinaty,,3,yes,yes,30.0917369,31.6380608
csv_Ad id 192239101,data.csv,apartment,5200.0,140.0,3,2,giza,faisal,,3,,yes,30.0173329,31.2039585
csv_Ad id 145494722,data.csv,apartment,500.0,70.0,2,1,alexandria,montazah,,10+,yes,yes,31.28295,30.0214287
csv_Ad id 194333232,data.csv,apartment,7500.0,120.0,2,2,cairo,heliopolis,,ground,no,yes,30.1005985,31.3329136
csv_Ad id 194333332,data.csv,apartment,2200.0,86.0,2,1,cairo,shorouk city,,1,no,yes,30.1488541,31.6295623
csv_Ad id 194333293,data.csv,studio,14000.0,90.0,1,1,cairo,new cairo - el tagamoa,,3,yes,yes,30.0628389,31.4459868
csv_Ad id 194333260,data.csv,apartment,25000.0,146.0,2,2,cairo,new cairo - el tagamoa,,ground,yes,yes,30.0628389,31.4459868
csv_Ad id 194333225,data.csv,duplex,25000.0,143.0,2,3,cairo,new cairo - el tagamoa,,1,yes,yes,30.0628389,31.4459868
csv_Ad id 194333201,data.csv,apartment,15000.0,90.0,2,1,cairo,rehab city,,2,yes,yes,30.063584,31.4889939
csv_Ad id 194333196,data.csv,apartment,23000.0,140.0,2,2,cairo,new cairo - el tagamoa,,2,yes,yes,30.0628389,31.4459868
csv_Ad id 194333165,data.csv,duplex,1500.0,143.0,2,3,cairo,new cairo - el tagamoa,,1,yes,yes,30.0628389,31.4459868
csv_Ad id 194333115,data.csv,apartment,12000.0,162.0,3,3,cairo,rehab city,,3,no,yes,30.063584,31.4889939
csv_Ad id 194333069,data.csv,apartment,599.0,145.0,3,1,cairo,nasr city,,4,yes,yes,30.0521177,31.3422045
csv_Ad id 194317252,data.csv,apartment,3800.0,135.0,3,2,cairo,maadi,,4,no,yes,29.9603313,31.263055
csv_Ad id 194305875,data.csv,apartment,3000.0,110.0,2,1,cairo,maadi,,2,no,yes,29.9603313,31.263055
csv_Ad id 194332885,data.csv,apartment,13000.0,147.0,3,2,alexandria,shatby,,8,no,yes,31.2,29.916667
csv_Ad id 194332818,data.csv,apartment,5000.0,160.0,2,2,cairo,hadayek al-kobba,,6,,yes,,
csv_Ad id 191038026,data.csv,apartment,1000.0,200.0,3,2,giza,sheikh zayed,,4,yes,yes,30.048347,30.9832235
csv_Ad id 194332571,data.csv,apartment,5000.0,79.0,2,1,cairo,madinaty,,4,no,yes,30.0917369,31.6380608
csv_Ad id 194332521,data.csv,apartment,5500.0,96.0,2,2,cairo,madinaty,,1,no,yes,30.0917369,31.6380608
csv_Ad id 194332464,data.csv,apartment,15000.0,250.0,3,3,giza,sheikh zayed,,2,no,yes,30.048347,30.9832235
csv_Ad id 194246934,data.csv,apartment,19500.0,150.0,3,2,cairo,heliopolis,,8,,yes,30.1005985,31.3329136
csv_Ad id 194235050,data.csv,apartment,6750.0,99.0,2,1,cairo,rehab city,,1,no,yes,30.063584,31.4889939
